REGISTRY_ID,postal_code,formatted_address,lat,lng,location_type,geocode_result,geocode_attempt
110000461009,77015,"1914 Haden Rd, Houston, TX 77015, USA",29.760511,-95.176798,ROOFTOP,success,1
110000461526,77041,"4494 Campbell Rd, Houston, TX 77041, USA",29.8373514,-95.5272838,ROOFTOP,success,1
110000461875,77051,"10617 E Almeda St, Houston, TX 77051, USA",29.6690023,-95.3962909,ROOFTOP,success,1
110000462160,77043,"1001 W Sam Houston Pkwy N, Houston, TX 77043, USA",29.786369,-95.565009,ROOFTOP,success,1
110000462801,77507,"10001 Chemical Rd, Pasadena, TX 77507, USA",29.6174024,-95.0539597,ROOFTOP,success,1
110000462963,77507,"10500 Bay Area Blvd, Pasadena, TX 77507, USA",29.6070311,-95.0527988,ROOFTOP,success,1
110000463169,77520,"3525 Decker Dr, Baytown, TX 77520, USA",29.7605481,-95.010567,ROOFTOP,success,1
110000463178,77520,"5000 Bayway Dr, Baytown, TX 77520, USA",29.7404465,-95.024826,ROOFTOP,success,1
110000463374,77536,"730 Battleground Rd, Deer Park, TX 77536, USA",29.7027321,-95.0938191,RANGE_INTERPOLATED,success,1
110000463392,77541,"602 Copper Rd, Freeport, TX 77541, USA",29.0025048,-95.3935461,ROOFTOP,success,1
110000463427,77541,"702 FM523, Freeport, TX 77541, USA",28.9731599,-95.3420458,ROOFTOP,success,1
110000463445,77541,"102 S Avenue A, Freeport, TX 77541, USA",28.9594264,-95.3600858,ROOFTOP,success,1
110000463481,77547,"903 Mayo Shell Rd, Galena Park, TX 77547, USA",29.7260983,-95.2435862,ROOFTOP,success,1
110000463739,77583,"14910 Airline Rd S, Rosharon, TX 77583, USA",29.3690674,-95.4435807,ROOFTOP,success,1
110000463891,77619,"6287 Gulfway Dr, Groves, TX 77619, USA",29.9343737,-93.8991651,ROOFTOP,success,1
110000463917,77627,"6350 N Twin City Hwy, Nederland, TX 77627, USA",30.0164211,-94.0320959,ROOFTOP,success,1
110000464006,77640,"1801 S Gulfway Dr, Port Arthur, TX 77640, USA",29.8663591,-93.9651858,ROOFTOP,success,1
110000464015,77705,"1212 Brai Dr, Beaumont, TX 77705, USA",29.9520647,-94.0393307,ROOFTOP,success,1
110000464024,77640,"Roosevelt Ave & 53rd St, Port Arthur, TX 77640, USA",29.8923148,-93.9909106,GEOMETRIC_CENTER,success,1
110000464042,77640,"2450 S Gulfway Dr, Port Arthur, TX 77640, USA",29.8272932,-93.9637315,ROOFTOP,success,1
110000464051,77640,"4245 Savannah Ave, Port Arthur, TX 77640, USA",29.9018655,-93.96487,ROOFTOP,success,1
110000464088,77651,"2401 TX-136 Spur, Port Neches, TX 77651, USA",29.9745077,-93.9449928,RANGE_INTERPOLATED,success,1
110000464131,77701,"2775 Gulf States Rd, Beaumont, TX 77701, USA",30.0630821,-94.0595461,ROOFTOP,success,1
110000464140,77701,"2655 Gulf States Rd, Beaumont, TX 77701, USA",30.0615546,-94.0616009,ROOFTOP,success,1
110000464159,77701,"3510 Gulf States Rd, Beaumont, TX 77701, USA",30.0608335,-94.0481994,ROOFTOP,success,1
110000464168,77701,"2810 Gulf States Rd, Beaumont, TX 77701, USA",30.0600952,-94.0585072,ROOFTOP,success,1
110000464177,77705,"15651 W Port Arthur Rd, Beaumont, TX 77705, USA",29.9828836,-94.0599994,ROOFTOP,success,1
110000464195,77705,"1400 Olin Rd, Beaumont, TX 77705, USA",30.0439561,-94.0682279,ROOFTOP,success,1
110000464211,77701,"3980 Gulf States Rd, Beaumont, TX 77701, USA",30.0619895,-94.0481941,RANGE_INTERPOLATED,success,1
110000464239,77705,"14385 W Port Arthur Rd, Beaumont, TX 77705, USA",29.9677884,-94.0507143,ROOFTOP,success,1
110000495223,77541,"1811 FM523, Oyster Creek, TX 77541, USA",28.9870761,-95.3357853,ROOFTOP,success,1
110000497793,77465,"County Rd 372, Texas 77465, USA",28.6863259,-96.1793043,GEOMETRIC_CENTER,success,1
110000503688,77627,"4200 N Twin City Hwy, Nederland, TX 77627, USA",30.002111,-94.021782,ROOFTOP,success,1
110000504703,77445,"1275 Zach Rd, Hempstead, TX 77445, USA",30.1096479,-96.0809515,ROOFTOP,success,1
110000504801,77651,"2102 TX-136 Spur, Port Neches, TX 77651, USA",29.9763813,-93.9447915,ROOFTOP,success,1
110000505007,77868,"108 Peeples St, Navasota, TX 77868, USA",30.3836697,-96.1008496,ROOFTOP,success,1
110000505908,77868,"510 Malcolm St, Navasota, TX 77868, USA",30.3838669,-96.0886843,ROOFTOP,success,1
110000506097,77095,"10700 Telge Rd, Houston, TX 77095, USA",29.9263521,-95.6430018,ROOFTOP,success,1
110000599326,77363,"Hwy 105 W, Todd Mission, TX 77363, USA",30.3548674,-95.8048312,GEOMETRIC_CENTER,success,1
110000599433,77541,"1000 County Rd 227, Freeport, TX 77541, USA",29.0524128,-95.3359716,ROOFTOP,success,1
110000599451,77541,"6213 TX-332, Freeport, TX 77541, USA",28.9925606,-95.3609983,ROOFTOP,success,1
110000599488,77586,"5306 N Hwy 146, Seabrook, TX 77586, USA",29.5921886,-95.0296014,ROOFTOP,success,1
110000599567,77651,"Hogaboom Rd, Port Neches, TX 77651, USA",29.9568814,-93.9306334,GEOMETRIC_CENTER,success,1
110000599576,77651,"100 Port Neches Atlantic Rd, Port Neches, TX 77651, USA",29.9913753,-93.9403285,ROOFTOP,success,1
110000602170,77541,"TX-36, Quintana, TX 77541, USA",28.9699565,-95.4481579,GEOMETRIC_CENTER,success,1
110000606942,77575,"Liberty, TX 77575, USA",30.0265679,-94.7691586,APPROXIMATE,success,1
110000608263,77533,"Bobcat Ln, Daisetta, TX 77533, USA",30.113498,-94.6393085,GEOMETRIC_CENTER,success,1
110000608272,77665,"TX-124 & Rollins Rd, Texas 77665, USA",29.8326578,-94.3434625,GEOMETRIC_CENTER,success,1
110000619545,77511,"401 Callaway Dr, Alvin, TX 77511, USA",29.419846,-95.2656655,RANGE_INTERPOLATED,success,1
110000743839,77541,"5618 TX-332, Freeport, TX 77541, USA",28.9922718,-95.3534364,ROOFTOP,success,1
110000743848,77541,"5500 TX-332, Freeport, TX 77541, USA",28.9908524,-95.3547861,ROOFTOP,success,1
110000743893,77705,"6275 TX-347, Beaumont, TX 77705, USA",30.0320755,-94.0427225,GEOMETRIC_CENTER,success,1
110000743900,77627,"5470 N Twin City Hwy, Nederland, TX 77627, USA",30.0123826,-94.031561,ROOFTOP,success,1
110000746499,77627,"5500 Hwy 366, Nederland, TX 77627, USA",29.9866257,-93.9944462,RANGE_INTERPOLATED,success,1
110000746505,77713,"10658 US-90, Beaumont, TX 77713, USA",30.063438,-94.2207211,ROOFTOP,success,1
110000747318,77511,"FM 2917, Texas 77511, USA",29.2950372,-95.2249013,GEOMETRIC_CENTER,success,1
110000754167,77541,"2322 County Rd 229, Freeport, TX 77541, USA",28.9584405,-95.336119299999993,ROOFTOP,success,1
110000755022,77564,"Hull, TX 77564, USA",30.190141,-94.7070616,APPROXIMATE,success,1
110000755200,77627,"Hwy 366, Texas 77627, USA",29.9866237,-93.9944564,GEOMETRIC_CENTER,success,1
110000757734,77571,"Exel, 11935 Hwy 225, La Porte, TX 77571, USA",29.6914508,-95.0414762,ROOFTOP,success,1
110000757752,77571,"2759 Independence Pkwy, La Porte, TX 77571, USA",29.7429171,-95.0908621,ROOFTOP,success,1
110000822628,77503,"2216 Catalina Ave, Pasadena, TX 77503, USA",29.6786199,-95.1443878,ROOFTOP,success,1
110000825135,77041,"9341 Baythorne Dr, Houston, TX 77041, USA",29.842066,-95.5213929,ROOFTOP,success,1
110000825242,77303,"Rollingwood Loop, Texas 77303, USA",30.3958224,-95.3913522,GEOMETRIC_CENTER,success,1
110000861862,77640,"4241 Savannah Ave, Port Arthur, TX 77640, USA",29.8997725,-93.9697084,ROOFTOP,success,1
110000874723,77701,"1700 Doucette Ave, Beaumont, TX 77701, USA",30.0634062,-94.0785083,RANGE_INTERPOLATED,success,1
110001140391,77575,"Co Rd 126, Texas 77575, USA",29.9194833,-94.6771031,GEOMETRIC_CENTER,success,1
110001148749,77320,"2200 TX-19, Huntsville, TX 77320, USA",30.709646,-95.524923,ROOFTOP,success,1
110001148954,77873,"Co Rd 242A, Texas 77873, USA",30.5975261,-95.9170215,GEOMETRIC_CENTER,success,1
110001867588,77547,"1201 Mayo Shell Rd, Galena Park, TX 77547, USA",29.7239263,-95.2436265,ROOFTOP,success,1
110001867677,77587,"300 Christy Pl, South Houston, TX 77587, USA",29.6633152,-95.2350735,ROOFTOP,success,1
110001869274,77705,"3275 Amoco Rd, Beaumont, TX 77705, USA",30.0281403,-94.0437597,ROOFTOP,success,1
110002042502,77640,"3901 Coke Dock Rd, Port Acres, TX 77640, USA",29.8344659,-93.9623768,ROOFTOP,success,1
110002134155,77541,"1711 FM523, Oyster Creek, TX 77541, USA",28.9858583,-95.3358953,RANGE_INTERPOLATED,success,1
110002134226,77642,"5100 N Twin City Hwy, Port Arthur, TX 77642, USA",30.0034609,-94.0232527,GEOMETRIC_CENTER,success,1
110002134253,77640,"4545 Savannah Ave, Port Arthur, TX 77640, USA",29.9019221,-93.9648161,RANGE_INTERPOLATED,success,1
110002134280,77707,"1530 Lindbergh Dr, Beaumont, TX 77707, USA",30.0582575,-94.1558953,ROOFTOP,success,1
110002134324,77713,"8645 Broussard Rd, Beaumont, TX 77713, USA",30.1742758,-94.2165912,ROOFTOP,success,1
110002339568,77531,"6220 TX-332, Clute, TX 77531, USA",28.9940213,-95.3625832,RANGE_INTERPOLATED,success,1
110002339586,77705,"6895 TX-347, Beaumont, TX 77705, USA",30.0177155,-94.0438625,RANGE_INTERPOLATED,success,1
110005016945,26059,"Distribution Rd, West Virginia 26059, USA",40.0541366,-80.6127982,GEOMETRIC_CENTER,success,1
110005020645,77584,"18401 Amoco St, Pearland, TX 77584, USA",29.5091083,-95.2713836,RANGE_INTERPOLATED,success,1
110005021207,77520,"I-10, OLD RVR-WNFRE, TX 77520, USA",29.7917632,-95.0592913,GEOMETRIC_CENTER,success,1
110005023839,77706,"4190 Gladys Ave, Beaumont, TX 77706, USA",30.0935849,-94.1470979,ROOFTOP,success,1
110005028120,77503,"601 N South St, Pasadena, TX 77503, USA",29.7222221,-95.1732949,ROOFTOP,success,1
110005035470,77021,"3131 Holcombe Blvd, Houston, TX 77021, USA",29.7019347,-95.3796117,ROOFTOP,success,1
110005036923,77705,"Taylor Landing, TX 77705, USA",29.9564118,-94.1104449,APPROXIMATE,success,1
110005037209,77541,"608 E 2nd St, Freeport, TX 77541, USA",28.9482128,-95.337008,ROOFTOP,success,1
110005050014,77099,"10700 Rockley Rd, Houston, TX 77099, USA",29.6645398,-95.5664943,ROOFTOP,success,1
110005052003,77055,"3833 W 11th St, Houston, TX 77055, USA",29.7888299,-95.447435,ROOFTOP,success,1
110005052441,77705,"13300 W Port Arthur Rd, Beaumont, TX 77705, USA",29.9570388,-94.0434338,ROOFTOP,success,1
110005054403,77708,"7950 Eastex Fwy, Beaumont, TX 77708, USA",30.1432074,-94.1758947,ROOFTOP,success,1
110005067195,77026,"3684 Eastex Fwy, Houston, TX 77026, USA",29.7810835,-95.3403875,RANGE_INTERPOLATED,success,1
110005071796,77017,"5800 Surrey Square St, Houston, TX 77017, USA",29.6732681,-95.2540185,ROOFTOP,success,1
110005072303,77029,"701 Gellhorn Dr, Houston, TX 77029, USA",29.7850323,-95.2713823,ROOFTOP,success,1
110005078021,77541,"408 Holly St, Freeport, TX 77541, USA",28.9517815,-95.3668909,RANGE_INTERPOLATED,success,1
110005078110,77001,"Houston, TX 77001, USA",29.77,-95.37,APPROXIMATE,success,1
110005079066,77573,"FM1266, League City, TX 77573, USA",29.5024404,-95.0447785,GEOMETRIC_CENTER,success,1
110005079672,77651,"Avenue L, Texas 77651, USA",29.9823798,-93.9507749,GEOMETRIC_CENTER,success,1
110005080401,77043,"10902 Shadow Wood Dr, Houston, TX 77043, USA",29.8048862,-95.5701579,ROOFTOP,success,1
110005093362,77515,"1401 E Cedar St, Angleton, TX 77515, USA",29.1708872,-95.4156368,ROOFTOP,success,1
110005102913,77705,"Industrial Rd, Taylor Landing, TX 77705, USA",29.986077,-94.207612,GEOMETRIC_CENTER,success,1
110005108374,77051,"3701 Holmes Rd, Houston, TX 77051, USA",29.6799185,-95.3698468,ROOFTOP,success,1
110005129761,77068,"Bammel, Houston, TX 77068, USA",30.0068875,-95.4635502,APPROXIMATE,success,1
110005147876,77471,"120 Anton Stade Rd, Rosenberg, TX 77471, USA",29.5207947,-95.8821946,ROOFTOP,success,1
110005152707,77486,"801 S 17th St, West Columbia, TX 77486, USA",29.1374708,-95.6534155,ROOFTOP,success,1
110005166774,77090,"17211 North Fwy, Houston, TX 77090, USA",30.0160846,-95.4301109,ROOFTOP,success,1
110005175675,77478,"14141 Southwest Fwy, Sugar Land, TX 77478, USA",29.613826,-95.6049339,ROOFTOP,success,1
110005180295,77478,"12835 Jess Pirtle Blvd, Sugar Land, TX 77478, USA",29.6363337,-95.608262,ROOFTOP,success,1
110005183620,77478,"12645 W Airport Blvd, Sugar Land, TX 77478, USA",29.6461084,-95.603336,ROOFTOP,success,1
110005183853,77471,"6801 Biotics Research Dr, Rosenberg, TX 77471, USA",29.5379205,-95.7584551,ROOFTOP,success,1
110005184497,77541,"2398 Victoria Ln, Freeport, TX 77541, USA",28.9804052,-95.3845715,ROOFTOP,success,1
110005184521,77011,"Houston, TX 77011, USA",29.7461065,-95.3154784,APPROXIMATE,success,1
